"id","lambda","alpha","beta","prime_pure","ageph","sex","power","long","lat"
4,0.0510875883327524,0.726945049756692,0.00104950320969705,35.3861418425031,33,"female",65,4.42199154955779,50.9306576039942
5,0.089918954762384,1.06556401915411,0.00140891550837239,68.0057833598761,59,"male",85,4.8822176372859,50.5872457897281
7,0.0936862438761673,0.801445275996996,0.000944875041146801,79.4648967437285,68,"male",55,4.23104105710746,51.0959392503027
10,0.0695259807047601,1.16788291651551,0.00137501469268053,59.0526090748776,63,"male",37,5.66451862339646,49.6190250931147
11,0.005682173563401,1.25861349658882,0.0013477378179853,5.30641808920041,50,"male",43,5.23444294063738,49.8546073083845
12,0.087824449354955,0.793811595224731,0.00106768238971844,65.2966340117077,42,"male",40,3.61215538013276,50.6064383718817
13,0.0722811870423282,1.17866593808705,0.00131231049735071,64.9201338427785,75,"male",74,5.79271200231588,49.5665611096009
17,0.0954673677772993,0.657696390370943,0.000856324690721074,73.3232894785196,40,"male",66,3.9567613947591,50.4569048505571
18,0.082095219325582,0.658412834849827,0.000823309051933863,65.6528018935432,57,"male",54,3.20141248588086,51.2341856537094
19,0.0937116477484613,0.823594427113753,0.00138575267197033,55.6956464183042,66,"male",58,5.84419842219759,50.5851528730638
23,0.0897881029643352,0.891980961004295,0.00191203168431162,41.8870037698745,46,"female",33,3.13759553075168,50.8723221778417
29,0.0973508291179172,0.655282025096441,0.00100919471981654,63.2110406411986,60,"male",125,4.38714643615594,51.2160423671088
31,0.0714616054789017,1.02075707478071,0.00101612372010862,71.7874584799372,52,"male",43,5.95395995156862,50.6597450178971
37,0.0744281534728866,0.828571920339448,0.00138070510155032,44.6649164844136,35,"male",40,5.04139965945661,50.4229482270987
40,0.0930435305689792,0.666659413069139,0.000867214367595827,71.5259661241049,65,"male",66,4.58465543792084,50.7161086742442
41,0.076344913947696,0.77345314826771,0.000927002195264696,63.6991091808709,66,"male",39,4.1502097937052,51.1714865860244
42,0.0753436694254034,0.844093537874196,0.000969241710874573,65.6153194483626,66,"male",70,3.94882751713543,51.1143185964778
43,0.0852604052468796,0.834916730640974,0.00119411659675588,59.6133903466732,44,"male",60,4.90393094364755,50.2361380874386
48,0.0546944333846513,0.616114440158427,0.00106181826313408,31.7361561526576,39,"male",61,5.33206648847456,50.9274578648141
51,0.0486835642978271,0.729545129501853,0.000932407750505201,38.0915508274424,39,"male",55,4.39673657191953,50.8706355187769
62,0.0773760561547881,0.774847014506106,0.00114359667942558,52.4263555363847,59,"male",55,4.43709177560176,50.4173411858797
65,0.0803446124307628,0.738744167173045,0.00120393317341732,49.3001730557274,66,"male",65,2.76369315265863,50.9610105198598
70,0.0677692810571289,0.861531835792404,0.00146990297540865,39.7205761851375,62,"male",55,3.37582731451015,50.5925185407709
71,0.080234311240419,0.958180205762223,0.00154791446718719,49.6661349727135,75,"male",60,4.1502097937052,51.1714865860244
72,0.0808930460268636,1.01588966292215,0.000660177136714322,124.479332425802,73,"male",40,5.14893967627266,51.1006370348867
76,0.0525308175124634,0.863595864719468,0.000921752423681412,49.2164659496205,53,"male",51,5.2878619068277,50.4737887867206
77,0.0902367819189961,0.71574463386708,0.00109599668667817,58.929459569544,66,"male",69,4.1660211675673,50.4679258787816
78,0.0909960360862572,0.819185456732375,0.00137356052897727,54.2696356000121,48,"male",33,5.4528270067741,50.7723368231081
80,0.084892327225835,1.15377570541057,0.00129599073377412,75.5767014195365,65,"male",44,4.1660211675673,50.4679258787816
84,0.0746544327001087,0.892461519022249,0.00181429060715668,36.7230079605045,59,"male",90,2.80163182440081,51.1829763734801
88,0.0242818577218835,0.947499529464805,0.000807872132259738,28.4785770511254,43,"male",29,5.55664901167823,50.6478075291239
90,0.0926031011476474,0.873622933111588,0.00164397553920628,49.2100952298206,51,"male",83,4.22426941740339,50.4572623904405
91,0.0891410857728103,0.694093776773521,0.00140509153859512,44.0343359775729,40,"male",29,5.68972919383952,50.4581107633989
